"","score","text"
"2627",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2628",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2629",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2630",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2631",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2632",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2633",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2634",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2635",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2636",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2637",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2638",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2639",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2640",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2641",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2642",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2643",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2644",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2645",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2646",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2647",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2648",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2649",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2650",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2651",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2652",-1,"RT @ProFamilyIL: #Illinois Governor Bruce Rauner is polling at 63% disapproval rate and Demoncratic Party Chairman Michael Madigan is at 68‚Ä¶"
"2653",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2654",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2655",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2656",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2657",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2658",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2659",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2660",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2661",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2662",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2663",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2664",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2665",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2666",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2667",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2668",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2669",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2670",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2671",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2672",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2673",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2674",0,"""The Ninety and Nine"" sung by Burl Ives https://t.co/tHC4aPnkCx via @YouTube"
"2675",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2676",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2677",-1,"RT @PolitiFactIL: Bruce Rauner calls his Republican Primary challenger Jeanne Ives a lackey for Democrat Boss Madigan. The facts say otherw‚Ä¶"
"2678",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2679",-1,"Bruce Rauner calls his Republican Primary challenger Jeanne Ives a lackey for Democrat Boss Madigan. The facts say‚Ä¶ https://t.co/ZPzkcOdRn2"
"2680",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2681",1,"RT @PatriotPete101: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge and bring back the  Rule of https://t.co/qIA6eakHlG IL.‚Ä¶"
"2682",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2683",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2684",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2685",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2686",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2687",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2688",0,"The highly scientific process of trying to come up with a name for @mickeyd1971's new occasional column on IL polit‚Ä¶ https://t.co/E9uwCGzEqh"
"2689",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2690",-1,"@AmandaVinicky @JeanneIves @wttw @GovernorRauner  is a fraidy cat. But I can't blame him after his first debate wit‚Ä¶ https://t.co/R6XyzDREYE"
"2691",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2692",2,"RT @ProPublicaIL: Republican governor hopeful  @JeanneIves said she works ‚Äútightly‚Äù with @illinoispolicy leaders @JohnMTillman and @DanProf‚Ä¶"
"2693",1,"@stewonthis1 @BruceRauner @realDonaldTrump Well that‚Äôs really a stupid thing to say considering Hillary won in Illi‚Ä¶ https://t.co/LWMbq5j27X"
"2694",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2695",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2696",0,"https://t.co/84w1Gd4IRK https://t.co/NY71G9Wken"
"2697",-3,"RT @DanProft: New TV ad for Jeanne Ives detailing the truth of Rauner's lies. Efforting to conceal betrayals with lies is what traitors lik‚Ä¶"
"2698",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2699",-1,"RT @JeanneIves: A coalition of Republican legislators signed a letter demanding @govrauner end his shameful distortions of Jeanne Ives‚Äô rec‚Ä¶"
"2700",0,"RT @PatriotPete101: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard Morthlan‚Ä¶"
"2701",-1,"RT @ProFamilyIL: #Illinois Governor Bruce Rauner is polling at 63% disapproval rate and Demoncratic Party Chairman Michael Madigan is at 68‚Ä¶"
"2702",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2703",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2704",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2705",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2706",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
"2707",1,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏ILLINOIS RISINGÌ†ºÌ∑∫Ì†ºÌ∑∏

MARCH 20 PRIMARY

Ì†ΩÌ¥¥Jeanne Ives, Gov
Ì†ΩÌ¥¥Richard Morthland, Lt Gov
Ì†ΩÌ¥¥Jason Helland, Secty of State

Enough‚Ä¶"
